Time_s,plane_moving_state,TAS_mps,alt_agl_m,MLG_NR,FLG_NR,lat,lon,alt_msl,phi,theta,psi,p,q,r,V_b_tas_0,V_b_tas_1,V_b_tas_2,V_ned_gnd_0,V_ned_gnd_1,V_ned_gnd_2,pos_ned_0,pos_ned_1,pos_ned_2,p_dot,q_dot,r_dot,Accel_b_0,Accel_b_1,Accel_b_2,ArduPlane_Mode,delta_e,delta_aL,delta_aR,delta_r,delta_f,delta_a,pwm_ailL,pwm_ailR,pwm_elev,pwm_rud,pwm_flap,pwm_nlg,pwm_mot0,mot0_thr_cmd,mot1_thr_cmd,total_rotor_force,Lift_Coeff,Moment_Coeff
1.81430,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.50000,72.47068,0.00000,0.00000
1.91509,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.01589,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.11669,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.21748,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
2.31828,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.41908,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.51988,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.62067,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.72147,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
2.82227,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
2.92306,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
3.02386,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.12466,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.22546,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.32625,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.42705,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.52785,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.62864,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.72944,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.83024,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
3.93104,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.03183,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.13263,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
4.23343,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.33422,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
4.43502,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.53582,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.63662,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.64238,0.00000,0.00000
4.73741,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.83821,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
4.93901,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.03980,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.14060,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.24140,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.34220,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.44299,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
5.54379,0,0.00000,0.10001,449.47815,188.17186,0.00000,0.00000,0.00000,0.00000,0.00000,-1.30900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,-0.34907,0.34907,-0.34907,-0.34907,0.34907,-0.34907,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.50000,0.51000,76.80844,0.00000,0.00000
